name,address,description,Grantobiorca Kod pocztowy,Grantobiorca Miejscowość,Grantobiorca Nr budynku,Grantobiorca Ulica,Miejsce Realizacji Województwo,Nazwa,Wartość wsparcia,Powiat
Nowe możliwości rekreacyjne w Centrum Wypoczynkowo Szkoleniowym w Ostrzycach w woj. pomorskim,POMORSKIE Ostrzyce Droga Kaszubska 56 83-311,"Nazwa: Alfred Czapiewski Centrum Wypoczynkowo-Szkoleniowe Ostrzyce ,,Zajazd Ostrzycki""<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Ostrzyce<br>Grantobiorca Ulica: Droga Kaszubska<br>Grantobiorca Nr budynku: 56<br>Grantobiorca Kod pocztowy: 83-311<br>Wartość wsparcia: 539590.96",83-311,Ostrzyce,56,Droga Kaszubska,POMORSKIE,"Alfred Czapiewski Centrum Wypoczynkowo-Szkoleniowe Ostrzyce ,,Zajazd Ostrzycki""",539590.96,Powiat kartuski
"Zwiększenie odporności przedsiębiorstwa Mariusz Zawadzki ""PERSONA"" na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie)",,"Nazwa: Mariusz Zawadzki ""PERSONA""<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Parkowa<br>Grantobiorca Nr budynku: 19<br>Grantobiorca Kod pocztowy: 81-726<br>Wartość wsparcia: 457079.24",81-726,Sopot,19,Parkowa,POMORSKIE,"Mariusz Zawadzki ""PERSONA""",457079.24,Sopot
"Sky Gelato - Niebieńskie lody Gelato – Linia produkcyjna innowacyjnych, wysokojakościowych lodów naturalnych z lokalnych składników dywersyfikująca działalność przedsiębiorstwa w obszarze b2b i b2c. Region 1 - województwa kujawsko-pomorskie, pomorskie, zachodniopomorskie.",POMORSKIE Gdańsk Wołkowyska 9 80-283,Nazwa: Agencja SKY Rafał Chromiński<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Wołkowyska<br>Grantobiorca Nr budynku: 9<br>Grantobiorca Kod pocztowy: 80-283<br>Wartość wsparcia: 351402.27,80-283,Gdańsk,9,Wołkowyska,POMORSKIE,Agencja SKY Rafał Chromiński,351402.27,Gdansk
Dywersyfikacja i rozszerzenie działalności RESTAURACJA 'TEQUILA' ARKADIUSZ ŚMIAROWSKI region POMORZE,POMORSKIE Rumia Henryka Dąbrowskiego 107 84-230,Nazwa: RESTAURACJA 'TEQUILA' ARKADIUSZ ŚMIAROWSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Rumia<br>Grantobiorca Ulica: Henryka Dąbrowskiego<br>Grantobiorca Nr budynku: 107<br>Grantobiorca Kod pocztowy: 84-230<br>Wartość wsparcia: 533681.65,84-230,Rumia,107,Henryka Dąbrowskiego,POMORSKIE,RESTAURACJA 'TEQUILA' ARKADIUSZ ŚMIAROWSKI,533681.65,Powiat wejherowski
"""Elektryczna Mobilność: Rowerowe Podróże Pomorskim Szlakiem"" - uruchomienie usługi wypożyczalni rowerów elektrycznych na terenie województwa pomorskiego",POMORSKIE Gdańsk Obrońców Wybrzeża 1 80-398,Nazwa: AKSUB Adrian Klein<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Obrońców Wybrzeża<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 80-398<br>Wartość wsparcia: 271098.29,80-398,Gdańsk,1,Obrońców Wybrzeża,POMORSKIE,AKSUB Adrian Klein,271098.29,Gdansk
"Kawa & Lody na Kółkach"" - wprowadzenie usługi obwoźnej sprzedaży lodów i kawy na terenie województwa pomorskiego.",POMORSKIE Kłanino Pałacowa 7 84-107,Nazwa: Pałac Kłanino Dagmara Kołtonowska<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kłanino<br>Grantobiorca Ulica: Pałacowa<br>Grantobiorca Nr budynku: 7<br>Grantobiorca Kod pocztowy: 84-107<br>Wartość wsparcia: 533880,84-107,Kłanino,7,Pałacowa,POMORSKIE,Pałac Kłanino Dagmara Kołtonowska,533880.0,Powiat pucki
"""Bankietowa Harmonia: Tworzenie Niezapomnianych Imprez z Cateringiemna Wysokim Poziomie""- dywersyfikacja prowadzonej działalności poprzezwprowadzenie usługi mobilnej organizacji imprez wraz z obsługą cateringową na terenie województwa pomorskiego",,Nazwa: D.W. SAWANA Dariusz Kucharski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Jastrzębia Góra<br>Grantobiorca Ulica: Uzdrowiskowa<br>Grantobiorca Nr budynku: 5<br>Grantobiorca Kod pocztowy: 84-104<br>Wartość wsparcia: 420025.66,84-104,Jastrzębia Góra,5,Uzdrowiskowa,POMORSKIE,D.W. SAWANA Dariusz Kucharski,420025.66,Powiat pucki
Dywersyfikacja działalności spółki theBottle z województwa pomorskiego.,POMORSKIE Sopot Tadeusza Kościuszki 16 81-704,Nazwa: THEBOTTLE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Tadeusza Kościuszki<br>Grantobiorca Nr budynku: 16<br>Grantobiorca Kod pocztowy: 81-704<br>Wartość wsparcia: 539550,81-704,Sopot,16,Tadeusza Kościuszki,POMORSKIE,THEBOTTLE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,539550.0,Sopot
Dywersyfikacja działalności prowadzonej przez RM Szpak Radosław Spaczyński,POMORSKIE Baldram 40 82-500,Nazwa: RM Szpak Radosław Spaczyński<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Baldram<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 40<br>Grantobiorca Kod pocztowy: 82-500<br>Wartość wsparcia: 278500.5,82-500,Baldram,40,,POMORSKIE,RM Szpak Radosław Spaczyński,278500.5,Powiat kwidzynski
"Wprowadzenie nowej usługi, związanej z wykonywaniem zabiegów oraz ćwiczeń przyczyniających się do redukcji masy ciała i poprawy sprawności fizycznej, w celu dywersyfikacji oraz zwiększenia odporności na sytuacje kryzysowe działalności prowadzonej przez Jolantę Kąkol.",POMORSKIE Pomlewo Leśników 3 83-047,Nazwa: Jolanta Kąkol<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Pomlewo<br>Grantobiorca Ulica: Leśników<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 83-047<br>Wartość wsparcia: 128384.1,83-047,Pomlewo,3,Leśników,POMORSKIE,Jolanta Kąkol,128384.1,Gdansk County
"Inwestycja polegająca na stworzeniu baru do serwowania dań i napojów, umożliwiającego rozszerzenie działalności o nową usługę gastronomiczną, w celu zwiększenia odporności na kryzysy firmy Hotel Oliwski sp. z o.o.",,Nazwa: HOTEL OLIWSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Piastowska<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 80-332<br>Wartość wsparcia: 213290.1,80-332,Gdańsk,1,Piastowska,POMORSKIE,HOTEL OLIWSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,213290.1,Gdansk
Dywersyfikacja działalności kortów tenisowych o ekologiczną wypożyczalnie rowerów w regionie pomorskim.,POMORSKIE Gdynia Deszczowa 29 81-577,Nazwa: Korty Tenisowe Wielki Kack Krystian Matuszewski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Deszczowa<br>Grantobiorca Nr budynku: 29<br>Grantobiorca Kod pocztowy: 81-577<br>Wartość wsparcia: 115155,81-577,Gdynia,29,Deszczowa,POMORSKIE,Korty Tenisowe Wielki Kack Krystian Matuszewski,115155.0,Gdynia
Projekt GIM GROUP SPÓŁKA SP. Z O.O. na wdrożenie nowych usług w sektorze HoReCa w województwie pomorskim,POMORSKIE Ostrowo Obozowa 76-78 84-105,Nazwa: GIM GROUP SP. Z O.O.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Ostrowo<br>Grantobiorca Ulica: Obozowa<br>Grantobiorca Nr budynku: 76-78<br>Grantobiorca Kod pocztowy: 84-105<br>Wartość wsparcia: 516681.8,84-105,Ostrowo,76-78,Obozowa,POMORSKIE,GIM GROUP SP. Z O.O.,516681.8,Powiat pucki
"Zakup wyposażenia służącego rozwoju wypożyczalni sprzętów wodnych oraz wprowadzeniu do oferty firmy usług cateringowych, a także powiązanych usług informatycznych, szkoleniowych i doradczych pozwalających na rozszerzenie i dywersyfikację profilu działalności firmy ekajaki.pl z siedzibą w Łupawsku (województwo pomorskie), wraz ze zwiększeniem odporności firmy na przyszłe kryzysy oraz zmniejszeniem",POMORSKIE Łupawsko 12a 77-116,Nazwa: EKAJAKI.PL ANDRZEJ TENDERENDA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Łupawsko<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 12a<br>Grantobiorca Kod pocztowy: 77-116<br>Wartość wsparcia: 381947.3,77-116,Łupawsko,12a,,POMORSKIE,EKAJAKI.PL ANDRZEJ TENDERENDA,381947.3,Powiat bytowski
"Uruchomienie nowej usługi saunowania i wynajmu sauny mobilnej oraz rozszerzenie działalności noclegowej w oparciu o drewniane domki rekreacji zbudowane z wykorzystaniem technologii ekologicznych, uwzględniające potrzeby osób z niepełnosprawnościami jako sposób dywersyfikacji i rozszerzenia działalności turystycznej firmy „LANDBRAND” Hubert Gonera (województwo pomorskie) wraz ze zwiększeniem odpor",,Nazwa: Hubert Gonera „LANDBRAND”<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Poznań<br>Grantobiorca Ulica: Czekoladowa<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 61-680<br>Wartość wsparcia: 442921.4,61-680,Poznań,4,Czekoladowa,POMORSKIE,Hubert Gonera „LANDBRAND”,442921.4,Poznan
Zwiększenie odporności przedsiębiorstwa Pomelo Bistro Krzysztof Szymański na sytuacje kryzysowe w wyniku rozszerzenia prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Gdańsk Ogarna 121 80-826,Nazwa: Pomelo Bistro Krzysztof Szymański<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Ogarna<br>Grantobiorca Nr budynku: 121<br>Grantobiorca Kod pocztowy: 80-826<br>Wartość wsparcia: 449508.82,80-826,Gdańsk,121,Ogarna,POMORSKIE,Pomelo Bistro Krzysztof Szymański,449508.82,Gdansk
"Wprowadzenie nowej usługi związanej z poprawą kondycji fizycznej oraz usługi wypożyczania elektrycznych: rowerów, hulajnog i desek surfingowych e-foil w województwie pomorskim",POMORSKIE Jantar Rybacka 48 82-103,Nazwa: RAFAŁ WENSIERSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Jantar<br>Grantobiorca Ulica: Rybacka<br>Grantobiorca Nr budynku: 48<br>Grantobiorca Kod pocztowy: 82-103<br>Wartość wsparcia: 523322.88,82-103,Jantar,48,Rybacka,POMORSKIE,RAFAŁ WENSIERSKI,523322.88,Powiat kwidzynski
Dywersyfikacja usług w BanGlob Sp. z o.o. sposobem na zabezpieczenie firmy na przyszłe kryzysy (jak np. pandemia) – Region 1,POMORSKIE Gdynia Cypriana Kamila Norwida 4c 81-434,Nazwa: BanGlob Sp. z o.o.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Cypriana Kamila Norwida<br>Grantobiorca Nr budynku: 4c<br>Grantobiorca Kod pocztowy: 81-434<br>Wartość wsparcia: 536843.7,81-434,Gdynia,4c,Cypriana Kamila Norwida,POMORSKIE,BanGlob Sp. z o.o.,536843.7,Gdynia
Zwiększenie odporności i konkurencyjności firmy Willa Lubicz Spółka z ograniczoną odpowiedzialnością na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności: REGION 1 - województwo pomorskie,POMORSKIE Gdynia Orłowska 43 81-522,Nazwa: Willa Lubicz Sp. z o.o.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Orłowska<br>Grantobiorca Nr budynku: 43<br>Grantobiorca Kod pocztowy: 81-522<br>Wartość wsparcia: 103685.4,81-522,Gdynia,43,Orłowska,POMORSKIE,Willa Lubicz Sp. z o.o.,103685.4,Gdynia
Wprowadzenie do oferty MNM Magdalena Karabon nowych usług w ośrodku wczasowym Grześ w Mikoszewie (Pomorze) .,POMORSKIE Mikoszewo Letnia 3 81-103,"Nazwa: MAGDALENA KARABON ,,MNM""<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Mikoszewo<br>Grantobiorca Ulica: Letnia<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 81-103<br>Wartość wsparcia: 197234.48",81-103,Mikoszewo,3,Letnia,POMORSKIE,"MAGDALENA KARABON ,,MNM""",197234.48,Gdynia
DYWERSYFIKACJA DZIAŁALNOŚCI BARU MLECZNEGO ZAKŁADKA POPRZEZ ŚWIADCZENIE NOWYCH USŁUG. WPROWADZENIE NOWEGO PRODUKTU I ZMNIEJSZENIE ŚLADU WEGLOWEGO W REGIONIE POMORSKIE,POMORSKIE Rumia Starowiejska 2 84-230,Nazwa: BAR MLECZNY ZAKŁADKA MACIEJ MODZELEWSKI BARBARA MODZELEWSKA SPÓŁKA CYWILNA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Rumia<br>Grantobiorca Ulica: Starowiejska<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 84-230<br>Wartość wsparcia: 125372.06,84-230,Rumia,2,Starowiejska,POMORSKIE,BAR MLECZNY ZAKŁADKA MACIEJ MODZELEWSKI BARBARA MODZELEWSKA SPÓŁKA CYWILNA,125372.06,Powiat wejherowski
Zwiększenie konkurencyjności oraz wprowadzenie nowych usług zwiększających ilość nowych gości w ośrodku Vacanza Park w Nowęcinie województwo pomorskie - region 1.,POMORSKIE Nowęcin Wczasowa 7 84-360,Nazwa: VACANZA PARK ZDZISŁAW WILCZYŃSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Nowęcin<br>Grantobiorca Ulica: Wczasowa<br>Grantobiorca Nr budynku: 7<br>Grantobiorca Kod pocztowy: 84-360<br>Wartość wsparcia: 233515.5,84-360,Nowęcin,7,Wczasowa,POMORSKIE,VACANZA PARK ZDZISŁAW WILCZYŃSKI,233515.5,Powiat leborski
Zwiększenie odporności przedsiębiorstwa K5 Sp. z o. o. na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Gdynia Kłajpedzka 5c 81-533,Nazwa: K5 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Kłajpedzka<br>Grantobiorca Nr budynku: 5c<br>Grantobiorca Kod pocztowy: 81-533<br>Wartość wsparcia: 539923.41,81-533,Gdynia,5c,Kłajpedzka,POMORSKIE,K5 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,539923.41,Gdynia
Dywersyfikacja działalności Amber Side poprzez wdrożenie mobilnych usług gastronomicznych z zachowaniem standardów ekologicznych i cyfryzacyjnych.,POMORSKIE Gdańsk Żaglowa 11 80-560,Nazwa: AMBER SIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Żaglowa<br>Grantobiorca Nr budynku: 11<br>Grantobiorca Kod pocztowy: 80-560<br>Wartość wsparcia: 473989.03,80-560,Gdańsk,11,Żaglowa,POMORSKIE,AMBER SIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,473989.03,Gdansk
"Dywersyfikacja prowadzonej działalności poprzez wprowadzenie usług świadczenia zajęć sportowo-rekreacyjnych dla grup oraz osób indywidualnych, w tym dla osób ze specjalnymi potrzebami z wykorzystaniem interaktywnego programu gry terenowej w gminie Sierakowice w woj. pomorskim.",POMORSKIE Załakowo 18 83-340,"Nazwa: USŁUGI OGÓLNOBUDOWLANE ""KELLER"" KELLER WITOLD<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Załakowo<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 18<br>Grantobiorca Kod pocztowy: 83-340<br>Wartość wsparcia: 537177.13",83-340,Załakowo,18,,POMORSKIE,"USŁUGI OGÓLNOBUDOWLANE ""KELLER"" KELLER WITOLD",537177.13,Powiat kartuski
"Rozszerzenie działalności firmy Casablanca na terenie Regionu 1 - województwa kujawsko-pomorskie, pomorskie, zachodniopomorskie poprzez wprowadzenie nowych usług cateringu dla klientów B2B",POMORSKIE Kwidzyn Józefa Piłsudskiego 29 82-500,Nazwa: CASABLANCA ABDELAZIZ TAJAR<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kwidzyn<br>Grantobiorca Ulica: Józefa Piłsudskiego<br>Grantobiorca Nr budynku: 29<br>Grantobiorca Kod pocztowy: 82-500<br>Wartość wsparcia: 502702.2,82-500,Kwidzyn,29,Józefa Piłsudskiego,POMORSKIE,CASABLANCA ABDELAZIZ TAJAR,502702.2,Powiat kwidzynski
"Wprowadzenie nowej usługi, polegającej na organizacji zajęć sportowych [m.in. z gry w padla] dla klientów indywidualnych, w nowym obiekcie sportowym w Gdańsku, w celu rozszerzenia oferty oraz zwiększenia odporności na sytuacje kryzysowe działalności SPORTGAST TOMÁŠ HRÁZSKÝ.",POMORSKIE Sopot Smolna 1d 81-877,Nazwa: SPORTGAST TOMÁŠ HRÁZSKÝ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Smolna<br>Grantobiorca Nr budynku: 1d<br>Grantobiorca Kod pocztowy: 81-877<br>Wartość wsparcia: 425196.9,81-877,Sopot,1d,Smolna,POMORSKIE,SPORTGAST TOMÁŠ HRÁZSKÝ,425196.9,Sopot
Podniesienie odporności przedsiębiorstwa Grupa Pomorska Spółka z ograniczoną odpowiedzialnością na sytuacje kryzysowe w wyniku rozszerzenia i dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Wiele Główna 12 83-441,Nazwa: Grupa Pomorska Spółka z ograniczona odpowiedzialnością<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Wiele<br>Grantobiorca Ulica: Główna<br>Grantobiorca Nr budynku: 12<br>Grantobiorca Kod pocztowy: 83-441<br>Wartość wsparcia: 362145.6,83-441,Wiele,12,Główna,POMORSKIE,Grupa Pomorska Spółka z ograniczona odpowiedzialnością,362145.6,Powiat koscierski
Dywersyfikacja działalności firmy WeddingGarden Kamila Jelenković poprzez rozpoczęcie świadczenia nowych usług skierowanych do mieszkańców i gości woj. Pomorskiego (REGION 1),POMORSKIE Smołdzino Tadeusza Kościuszki 5 76-214,Nazwa: WeddingGarden Kamila Jelenković<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Smołdzino<br>Grantobiorca Ulica: Tadeusza Kościuszki<br>Grantobiorca Nr budynku: 5<br>Grantobiorca Kod pocztowy: 76-214<br>Wartość wsparcia: 539351.1,76-214,Smołdzino,5,Tadeusza Kościuszki,POMORSKIE,WeddingGarden Kamila Jelenković,539351.1,Powiat slupski
"Zwiększenie odporności na kryzysowe wyzwania i dywersyfikacja działalności kawiarnio-cukierni ""Strawa i Kawa"" zlokalizowanej w Kwidzynie w województwie Pomorskim",POMORSKIE Kwidzyn 3 Maja 26 82-500,"Nazwa: ""UNIVERSUM"" DIANA BUGAJSKA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kwidzyn<br>Grantobiorca Ulica: 3 Maja<br>Grantobiorca Nr budynku: 26<br>Grantobiorca Kod pocztowy: 82-500<br>Wartość wsparcia: 449940",82-500,Kwidzyn,26,3 Maja,POMORSKIE,"""UNIVERSUM"" DIANA BUGAJSKA",449940.0,Powiat kwidzynski
Dywersyfikacja działalności Zofia Ollik ''Karczma w Kuźni '' i uodpornienie na przyszłe kryzysy poprzez wprowadzenie do oferty usług cateringowych - Region 1,POMORSKIE Brzeźno Szlacheckie Szlachecka 66 77-139,Nazwa: Zofia Ollik ''Karczma w Kuźni<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Brzeźno Szlacheckie<br>Grantobiorca Ulica: Szlachecka<br>Grantobiorca Nr budynku: 66<br>Grantobiorca Kod pocztowy: 77-139<br>Wartość wsparcia: 223374.87,77-139,Brzeźno Szlacheckie,66,Szlachecka,POMORSKIE,Zofia Ollik ''Karczma w Kuźni,223374.87,Powiat bytowski
Wzmocnienie odporności i konkurencyjności przedsiębiorstwa poprzez poszerzenie zakresu oferty oraz podniesienie jakości usług - województwo pomorskie,POMORSKIE Włynkówko Miedziana 8 76-200,Nazwa: Vegagastro Dariusz Krupa<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Włynkówko<br>Grantobiorca Ulica: Miedziana<br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 76-200<br>Wartość wsparcia: 503959.35,76-200,Włynkówko,8,Miedziana,POMORSKIE,Vegagastro Dariusz Krupa,503959.35,Powiat koszalinski
Zwiększenie odporności przedsiębiorstwa INFOSHARE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ na sytuacje kryzysowe w wyniku dywersyfikacji oraz rozszerzenia prowadzonej działalności (REGION 1: województwo pomorskie).,POMORSKIE Gdańsk al. Aleja Grunwaldzka 472B 80-309,Nazwa: INFOSHARE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: al. Aleja Grunwaldzka<br>Grantobiorca Nr budynku: 472B<br>Grantobiorca Kod pocztowy: 80-309<br>Wartość wsparcia: 332048.29,80-309,Gdańsk,472B,al. Aleja Grunwaldzka,POMORSKIE,INFOSHARE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,332048.29,Gdansk
"Dywersyfikacja działalności Habicon Group sp. zo.o. Sp. K w kierunku turystyki slow w Regionie 1, czyli w woj. pomorskim.",POMORSKIE Sopot pl. Plac Rybaków 11 81-734,Nazwa: HABICON GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: pl. Plac Rybaków<br>Grantobiorca Nr budynku: 11<br>Grantobiorca Kod pocztowy: 81-734<br>Wartość wsparcia: 538150.5,81-734,Sopot,11,pl. Plac Rybaków,POMORSKIE,HABICON GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,538150.5,Sopot
Zwiększenie odporności przedsiębiorstwa „ELEPHANT CLUB” S.C na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Gdańsk Długi Targ 41/42 80-830,"Nazwa: ""ELEPHANT"" CLUB s.c. Maria Bombka, Mateusz Bombka, Marcelina Bombka<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Długi Targ<br>Grantobiorca Nr budynku: 41/42<br>Grantobiorca Kod pocztowy: 80-830<br>Wartość wsparcia: 242867.18",80-830,Gdańsk,41/42,Długi Targ,POMORSKIE,"""ELEPHANT"" CLUB s.c. Maria Bombka, Mateusz Bombka, Marcelina Bombka",242867.18,Gdansk
Zwiększenie odporności przedsiębiorstwa ODAN ODEJEWSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ na sytuacje kryzysowe w wyniku dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Chojnice Myśliboja 5 89-600,Nazwa: ODAN ODEJEWSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Chojnice<br>Grantobiorca Ulica: Myśliboja<br>Grantobiorca Nr budynku: 5<br>Grantobiorca Kod pocztowy: 89-600<br>Wartość wsparcia: 532463.9,89-600,Chojnice,5,Myśliboja,POMORSKIE,ODAN ODEJEWSKI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,532463.9,Powiat chojnicki
Zwiększenie odporności na kryzysy firmy Rower Lover Andrzej Gołębiowski poprzez rozszerzenie działalności o wprowadzenie nowej usługi z zakresu rekreacji i odnowy biologicznej dzięki budowie Open Garden Spa w województwie pomorskim.,POMORSKIE Sopot Grunwaldzka 52 81-771,Nazwa: Rower Lover Andrzej Gołębiowski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Grunwaldzka<br>Grantobiorca Nr budynku: 52<br>Grantobiorca Kod pocztowy: 81-771<br>Wartość wsparcia: 540000,81-771,Sopot,52,Grunwaldzka,POMORSKIE,Rower Lover Andrzej Gołębiowski,540000.0,Sopot
Dywersyfikacja działalności firmy EWESA CREATIVE sp. z o.o. sp.k. poprzez wprowadzenie do oferty spółki organizacji targów oraz konferencji w województwie Pomorskim.,POMORSKIE Gdańsk Jarosza Henryka Derdowskiego 4 80-310,Nazwa: EWESA CREATIVE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Jarosza Henryka Derdowskiego<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 80-310<br>Wartość wsparcia: 540000,80-310,Gdańsk,4,Jarosza Henryka Derdowskiego,POMORSKIE,EWESA CREATIVE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,540000.0,Gdansk
