name,address,description,Grantobiorca Kod pocztowy,Grantobiorca Miejscowość,Grantobiorca Nr budynku,Grantobiorca Ulica,Miejsce Realizacji Województwo,Nazwa,Wartość wsparcia
Zbudowanie odporności firmy The Kitchen - Studio Kulinarne na przyszłe kryzysy dzięki wdrożeniu nowej usługi CATERINGU jako formy dywersyfikacji działalności w województwie wielkopolskim.,WIELKOPOLSKIE Poznań 18A 60-449,"Nazwa: THE KITCHEN - STUDIO KULINARNE KAROLINA BAJON-PAWŁOWSKA, WOJCIECH ŚWIĄTEK, KRYSTIAN SZOPKA SPÓŁKA CYWILNA<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Poznań<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 18A<br>Grantobiorca Kod pocztowy: 60-449<br>Wartość wsparcia: 488758.49",60-449,Poznań,18A,,WIELKOPOLSKIE,"THE KITCHEN - STUDIO KULINARNE KAROLINA BAJON-PAWŁOWSKA, WOJCIECH ŚWIĄTEK, KRYSTIAN SZOPKA SPÓŁKA CYWILNA",488758.49
"Przedsięwzięcie polegające na zwiększeniu odporności i konkurencyjności dzięki realizacji niezbędnych inwestycji, usługi doradczej oraz cyklu szkoleń podnoszących kompetencje właściciela i pracowników MŚP w celu rozszerzenia działalności o NOWE PRODUKTY i USŁUGI - realizowane w Poznaniu, tj. na terenie Regionu 5, obejmującego województwa: dolnośląskie, lubuskie i wielkopolskie.",WIELKOPOLSKIE Poznań al. Niepodległości 10 61-875,Nazwa: Food for friend Restaurant Witold Matyja<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Poznań<br>Grantobiorca Ulica: al. Niepodległości<br>Grantobiorca Nr budynku: 10<br>Grantobiorca Kod pocztowy: 61-875<br>Wartość wsparcia: 454081.67,61-875,Poznań,10,al. Niepodległości,WIELKOPOLSKIE,Food for friend Restaurant Witold Matyja,454081.67
Rozwój oraz dywersyfikacja działalności Abix - Jarosław Skiba w celu zwiększenia odporności przedsiębiorstwa na sytuacje kryzysowe w Rejonie 5 (województwo dolnośląskie),DOLNOŚLĄSKIE Strzelin Oławska 30 57-100,Nazwa: ABIX - JAROSŁAW SKIBA<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Strzelin<br>Grantobiorca Ulica: Oławska<br>Grantobiorca Nr budynku: 30<br>Grantobiorca Kod pocztowy: 57-100<br>Wartość wsparcia: 526243.52,57-100,Strzelin,30,Oławska,DOLNOŚLĄSKIE,ABIX - JAROSŁAW SKIBA,526243.52
"Rozwój usług HoReCa poprzez dywersyfikację przedsiębiorstwa wraz z transformacją cyfrową i zieloną w Pensjonacie Panorama, woj. dolnośląskie",DOLNOŚLĄSKIE Polanica-Zdrój Mariańska 3 57-320,Nazwa: KAZIMIERA JĘDRYKA Pensjonat PAnorama <br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Polanica-Zdrój<br>Grantobiorca Ulica: Mariańska<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 57-320<br>Wartość wsparcia: 470282.94,57-320,Polanica-Zdrój,3,Mariańska,DOLNOŚLĄSKIE,KAZIMIERA JĘDRYKA Pensjonat PAnorama ,470282.94
Dywersyfikacja działalności firmy Biuro Podróży Smile Travel Łukasz Tomczak i uodpornienie na przyszłe kryzysy poprzez - organizacja warsztatów i pokazów słowiańskich z kinem plenerowym i możliwość wynajmu sprzętu pod organizację tematycznych prywatnych spotkań bądź rodzinnych wakacji.,WIELKOPOLSKIE Niechanowo Łąkowa 3 62-220,Nazwa: Biuro Podróży Smile Travel Łukasz Tomczak<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Niechanowo<br>Grantobiorca Ulica: Łąkowa<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 62-220<br>Wartość wsparcia: 131837.86,62-220,Niechanowo,3,Łąkowa,WIELKOPOLSKIE,Biuro Podróży Smile Travel Łukasz Tomczak,131837.86
"Ekologiczna transformacja w branży turystycznej, realizowana przez firmę Skipoint Marcin Iwanicki w województwie dolnośląskim - Region 5",DOLNOŚLĄSKIE Szklarska Poręba 1 Maja 20c 58-580,Nazwa: Skipoint Marcin Iwanicki <br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Szklarska Poręba<br>Grantobiorca Ulica: 1 Maja<br>Grantobiorca Nr budynku: 20c<br>Grantobiorca Kod pocztowy: 58-580<br>Wartość wsparcia: 454020.64,58-580,Szklarska Poręba,20c,1 Maja,DOLNOŚLĄSKIE,Skipoint Marcin Iwanicki ,454020.64
"Zwiększenie konkurencyjności i odporności na sytuacje kryzysowe firmy BAR ""BRYZA"" LUBNIEWICE ZDZISŁAWA HOFFA poprzez stworzenie nowego oddziału firmy w postaci kompleksu restauracyjno-nocelogowego ze strefą relaksu i wypoczynku oraz rozszerzenie i dywersyfikację zakresu oferowanych usług i prowadzonej działalności w obszarze HoReCa prowadzących do zdobycia lidera branży turystycznej w woj. lubuskim - Region 5.",LUBUSKIE Lubniewice Jana Pawła II 52 69-210,"Nazwa: BAR ""BRYZA"" LUBNIEWICE ZDZISŁAWA HOFFA <br>Miejsce Realizacji Województwo: LUBUSKIE<br>Grantobiorca Miejscowość: Lubniewice<br>Grantobiorca Ulica: Jana Pawła II<br>Grantobiorca Nr budynku: 52<br>Grantobiorca Kod pocztowy: 69-210<br>Wartość wsparcia: 503994.29",69-210,Lubniewice,52,Jana Pawła II,LUBUSKIE,"BAR ""BRYZA"" LUBNIEWICE ZDZISŁAWA HOFFA ",503994.29
ZWIĘKSZENIE ODPORNOŚCI PRZEDSIĘBIORSTWA FERRARA POPRZEZ DYWERSYFIKACJĘ PROFILU DZIAŁALNOŚCI I WDROŻENIE NOWEJ USŁUGI,WIELKOPOLSKIE Kobylec Wągrowiecka 6 62-100,Nazwa: FERRARA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ <br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Kobylec<br>Grantobiorca Ulica: Wągrowiecka<br>Grantobiorca Nr budynku: 6<br>Grantobiorca Kod pocztowy: 62-100<br>Wartość wsparcia: 538079.63,62-100,Kobylec,6,Wągrowiecka,WIELKOPOLSKIE,FERRARA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ,538079.63
Dywersyfikacja Usług - Pałac Łagów,DOLNOŚLĄSKIE Łagów Strumykowa 22 59-900,Nazwa: Pałac Łagów Mieczysław Kłak <br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Łagów<br>Grantobiorca Ulica: Strumykowa<br>Grantobiorca Nr budynku: 22<br>Grantobiorca Kod pocztowy: 59-900<br>Wartość wsparcia: 501649.2,59-900,Łagów,22,Strumykowa,DOLNOŚLĄSKIE,Pałac Łagów Mieczysław Kłak ,501649.2
"Rozwój zrównoważonej mobilności miejskiej i turystycznej - dywersyfikacja przedsiębiorstwa Italiana Costruzioni o nowe usługi wynajmu zero-emisyjnego sprzętu rekreacyjnego, celem wzmocnienia odporności przedsiębiorstwa na przyszłe kryzysy gospodarcze. Region 5: dolnośląskie.",DOLNOŚLĄSKIE Wrocław Więzienna 21 50-119,Nazwa: ITALIANA-COSTRUZIONI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Wrocław<br>Grantobiorca Ulica: Więzienna<br>Grantobiorca Nr budynku: 21<br>Grantobiorca Kod pocztowy: 50-119<br>Wartość wsparcia: 539626.77,50-119,Wrocław,21,Więzienna,DOLNOŚLĄSKIE,ITALIANA-COSTRUZIONI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,539626.77
"Rozszerzenie profilu dotychczasowej działalności przedsiębiorstwa ABSYNTAPART BOGDAN JAGUSIAK poprzez inwestycje mające na celu wdrożenie nowych usług, świadczonych w województwie dolnośląskim.",DOLNOŚLĄSKIE Wrocław Franza Petera Schuberta 24 42-400,Nazwa: ABSYNTAPART BOGDAN JAGUSIAK <br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Wrocław<br>Grantobiorca Ulica: Franza Petera Schuberta<br>Grantobiorca Nr budynku: 24<br>Grantobiorca Kod pocztowy: 42-400<br>Wartość wsparcia: 539658.03,42-400,Wrocław,24,Franza Petera Schuberta,DOLNOŚLĄSKIE,ABSYNTAPART BOGDAN JAGUSIAK ,539658.03
Dywersyfikacja działalności firmy vmode.pl Jan Wyrwiński poprzez wprowadzenie nowych usług. Region 5 - województwo dolnośląskie,DOLNOŚLĄSKIE Wrocław Bolesława Prusa 6 50-319,Nazwa: vmode.pl Jan Wyrwiński<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Wrocław<br>Grantobiorca Ulica: Bolesława Prusa<br>Grantobiorca Nr budynku: 6<br>Grantobiorca Kod pocztowy: 50-319<br>Wartość wsparcia: 538103.7,50-319,Wrocław,6,Bolesława Prusa,DOLNOŚLĄSKIE,vmode.pl Jan Wyrwiński,538103.7
Wzmocnienie odporności i konkurencyjności przedsiębiorstwa poprzez rozszerzenie oferty oraz uruchomienie nowych kanałów dystrybucji produktów - województwo dolnośląskie,DOLNOŚLĄSKIE Wrocław pl. Powstańców Śląskich 95 53-332,Nazwa: SOUL CAFE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ <br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Wrocław<br>Grantobiorca Ulica: pl. Powstańców Śląskich<br>Grantobiorca Nr budynku: 95<br>Grantobiorca Kod pocztowy: 53-332<br>Wartość wsparcia: 503906.63,53-332,Wrocław,95,pl. Powstańców Śląskich,DOLNOŚLĄSKIE,SOUL CAFE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ,503906.63
"Rozszerzenie działalności Hotelu i Restauracji Retro w regionie 5 - województwa dolnośląskie, lubuskie, wielkopolskie",LUBUSKIE Zielona Góra Dworcowa 41 65-019,"Nazwa: BEATA ZIENTARSKA ""RETRO"" <br>Miejsce Realizacji Województwo: LUBUSKIE<br>Grantobiorca Miejscowość: Zielona Góra<br>Grantobiorca Ulica: Dworcowa<br>Grantobiorca Nr budynku: 41<br>Grantobiorca Kod pocztowy: 65-019<br>Wartość wsparcia: 514442.61",65-019,Zielona Góra,41,Dworcowa,LUBUSKIE,"BEATA ZIENTARSKA ""RETRO"" ",514442.61
"Dywersyfikacja przedsiębiorstwa P.H.U. MAŁGORZATA HONC-KRZYŻANOWSKA przez dodanie usługi wypożyczania i dzierżawy sprzętu rekreacyjnego i sportowego, wzmocnienie odporności na przyszłe kryzysy gospodarcze. Region 5: dolnośląskie.",DOLNOŚLĄSKIE Środa Śląska Górna 3 55-300,Nazwa: P.H.U. MAŁGORZATA HONC-KRZYŻANOWSKA<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Środa Śląska<br>Grantobiorca Ulica: Górna<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 55-300<br>Wartość wsparcia: 381194.62,55-300,Środa Śląska,3,Górna,DOLNOŚLĄSKIE,P.H.U. MAŁGORZATA HONC-KRZYŻANOWSKA,381194.62
Nowe kierunki rozwoju i dywersyfikacji usług realizowanych przez ZPHU Paweł Jafernik - Region 5,WIELKOPOLSKIE Kórnik Świerkowa 8 62-035,Nazwa: Paweł Jafernik ZPHU<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Kórnik<br>Grantobiorca Ulica: Świerkowa<br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 62-035<br>Wartość wsparcia: 539961.97,62-035,Kórnik,8,Świerkowa,WIELKOPOLSKIE,Paweł Jafernik ZPHU,539961.97
Dywersyfikacja przez wprowadzenie nowej usługi FIRMY SPACE MARIOLA ROZMUS na terenie województwa dolnośląskiego w regionie nr 5,DOLNOŚLĄSKIE Wrocław Tenisowa 23 53-013,Nazwa: SPACE MARIOLA ROZMUS <br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Wrocław<br>Grantobiorca Ulica: Tenisowa<br>Grantobiorca Nr budynku: 23<br>Grantobiorca Kod pocztowy: 53-013<br>Wartość wsparcia: 539991,53-013,Wrocław,23,Tenisowa,DOLNOŚLĄSKIE,SPACE MARIOLA ROZMUS ,539991
Rozszerzenie działalności przedsiębiorstwa Akcent Europe Ewa Sadowska o wypożyczalnię sprzętu turystycznego w Województwie Wielkopolskim.,WIELKOPOLSKIE Poznań Dolina 21 61-551,"Nazwa: Ewa Sadowska ""Akcent Europe"" <br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Poznań<br>Grantobiorca Ulica: Dolina<br>Grantobiorca Nr budynku: 21<br>Grantobiorca Kod pocztowy: 61-551<br>Wartość wsparcia: 230446.76",61-551,Poznań,21,Dolina,WIELKOPOLSKIE,"Ewa Sadowska ""Akcent Europe"" ",230446.76
"Rozszerzenie i dywersyfikacja prowadzonej działalności gospodarczej celem wzmocnienia odporności przedsiębiorstwa na potencjalne przyszłe kryzysy - inwestycja w zielone technologie w Kotlinie Jeleniogórskiej, Karkonoszach i na Pogórzu Izerskim w województwie dolnośląskim.",DOLNOŚLĄSKIE Jelenia Góra pl. Plac Ratuszowy 46 58-500,Nazwa: Balloon Expedition Izabela Borkowska-Barnaś<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Jelenia Góra<br>Grantobiorca Ulica: pl. Plac Ratuszowy<br>Grantobiorca Nr budynku: 46<br>Grantobiorca Kod pocztowy: 58-500<br>Wartość wsparcia: 539958,58-500,Jelenia Góra,46,pl. Plac Ratuszowy,DOLNOŚLĄSKIE,Balloon Expedition Izabela Borkowska-Barnaś,539958
Dywersyfikacja i rozszerzenie działalności K.B.Invest sp. z o. o. sp. k. o nowe usługi świadczone poprzez utworzenie własnej restauracji.,DOLNOŚLĄSKIE Wrocław Osobowicka 89 51-008,Nazwa: K.B. Invest sp. z o. o. sp. k.<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Wrocław<br>Grantobiorca Ulica: Osobowicka<br>Grantobiorca Nr budynku: 89<br>Grantobiorca Kod pocztowy: 51-008<br>Wartość wsparcia: 361698,51-008,Wrocław,89,Osobowicka,DOLNOŚLĄSKIE,K.B. Invest sp. z o. o. sp. k.,361698
"Nowe usługi drogą do wzmocnienia odporności na kryzys w działalności restauracyjnej wielkopolskiej firmy MARCHEWKOWE POLE S.C. KAROLINA GUDERSKA, EWA RATASZEWSKA-KUKLA (REGION5)",WIELKOPOLSKIE Poznań pl. Władysława Andersa 5 61-894,"Nazwa: MARCHEWKOWE POLE S.C. KAROLINA GUDERSKA, EWA RATASZEWSKA-KUKLA<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Poznań<br>Grantobiorca Ulica: pl. Władysława Andersa<br>Grantobiorca Nr budynku: 5<br>Grantobiorca Kod pocztowy: 61-894<br>Wartość wsparcia: 410544.53",61-894,Poznań,5,pl. Władysława Andersa,WIELKOPOLSKIE,"MARCHEWKOWE POLE S.C. KAROLINA GUDERSKA, EWA RATASZEWSKA-KUKLA",410544.53
ZWIĘKSZENIE ODPORNOŚCI PRZEDSIĘBIORSTWA DONATIVUM POPRZEZ DYWERSYFIKACJĘ PROFILU DZIAŁALNOŚCI I WDROŻENIE NOWEJ USŁUGI,WIELKOPOLSKIE Dębogóra Jaworowa 16 62-006,Nazwa: DONATIVUM ZIEMOWIT PAWLAK<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Dębogóra<br>Grantobiorca Ulica: Jaworowa<br>Grantobiorca Nr budynku: 16<br>Grantobiorca Kod pocztowy: 62-006<br>Wartość wsparcia: 539948.7,62-006,Dębogóra,16,Jaworowa,WIELKOPOLSKIE,DONATIVUM ZIEMOWIT PAWLAK,539948.7
Dywersyfikacja działalności przedsiębiorstwa K.A.Hotel szansą na rozwój i odbudowę branży w regionie 5.,WIELKOPOLSKIE Łaszków 8A 62-814,Nazwa: K.A. HOTEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Łaszków<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 8A<br>Grantobiorca Kod pocztowy: 62-814<br>Wartość wsparcia: 302781.56,62-814,Łaszków,8A,,WIELKOPOLSKIE,K.A. HOTEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,302781.56
Uruchomienie wypożyczalni rowerów elektrycznych jako sposób na dywersyfikację działalności Orange Pokoje w Karpaczu (Region 5 - dolnośląskie),DOLNOŚLĄSKIE Karpacz Konstytucji 3 Maja 52a 58-540,Nazwa: SPADE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Karpacz<br>Grantobiorca Ulica: Konstytucji 3 Maja<br>Grantobiorca Nr budynku: 52a<br>Grantobiorca Kod pocztowy: 58-540<br>Wartość wsparcia: 317720.26,58-540,Karpacz,52a,Konstytucji 3 Maja,DOLNOŚLĄSKIE,SPADE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,317720.26
"Dywersyfikacja działalności-rozszerzenie o świadczenie nowej usługi - wypożyczanie wodnego sprzętu rekreacyjnego i sportowego w MARINA ZACISZE, w regionie 5 - województwo wielkopolskie",WIELKOPOLSKIE Sienno 21 62-402,Nazwa: Przedsiębiorstwo Handlowo-Usługowe Kancelaria Radcy Prawnego Michał Grzeszczak<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Sienno<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 21<br>Grantobiorca Kod pocztowy: 62-402<br>Wartość wsparcia: 217843,62-402,Sienno,21,,WIELKOPOLSKIE,Przedsiębiorstwo Handlowo-Usługowe Kancelaria Radcy Prawnego Michał Grzeszczak,217843
Dywersyfikacja działalności Bar 14 Daniel Ciborowski w obszarze usług cateringowych świadczonych na terenie województwa wielkopolskiego,WIELKOPOLSKIE Swarzędz os. Dąbrowszczaków 8 62-020,Nazwa: Bar 14 Daniel Ciborowski<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Swarzędz<br>Grantobiorca Ulica: os. Dąbrowszczaków<br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 62-020<br>Wartość wsparcia: 465491.7,62-020,Swarzędz,8,os. Dąbrowszczaków,WIELKOPOLSKIE,Bar 14 Daniel Ciborowski,465491.7
"Dywersyfikacja firmy w ramach wsparcia z KPO pt. ""Ekologiczny mobilny kompleks rekreacyjny oraz wypożyczalnia kajaków i rowerów elektrycznych, zintegrowana ze strefą SPA i całorocznymi domkami, dostosowana dla osób niepełnosprawnych, wspierana magazynem energii dla zrównoważonego rozwoju.""",WIELKOPOLSKIE Koło Toruńska 196 62-600,"Nazwa: ""BIAŁY FORTEPIAN"" Luiza Pinkowska<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Koło<br>Grantobiorca Ulica: Toruńska<br>Grantobiorca Nr budynku: 196<br>Grantobiorca Kod pocztowy: 62-600<br>Wartość wsparcia: 535893.79",62-600,Koło,196,Toruńska,WIELKOPOLSKIE,"""BIAŁY FORTEPIAN"" Luiza Pinkowska",535893.79
"Region 5. Nowe usługi w firmie ""Krzysztof Kostka Handel i Usługi"" szansą na jej konkurencyjny rozwój.",DOLNOŚLĄSKIE Karpacz Parkowa 4 58-540,Nazwa: Krzysztof Kostka Handel i Usługi<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Karpacz<br>Grantobiorca Ulica: Parkowa<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 58-540<br>Wartość wsparcia: 451715.54,58-540,Karpacz,4,Parkowa,DOLNOŚLĄSKIE,Krzysztof Kostka Handel i Usługi,451715.54
"Rozwój i dywersyfikacja firmy MAMI MARTA MICHALAK poprzez realizację przedsięwzięcia na terenie regionu obejmującego województwo wielkopolskie, lubuskie i dolnośląskie",WIELKOPOLSKIE Bielawy 28e 63-322,Nazwa: MAMI MARTA MICHALAK<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Bielawy<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 28e<br>Grantobiorca Kod pocztowy: 63-322<br>Wartość wsparcia: 136462.3,63-322,Bielawy,28e,,WIELKOPOLSKIE,MAMI MARTA MICHALAK,136462.3
Inwestycja firmy Skarbiec Smaków w zakup wyposażenia restauracji i sprzęt plenerowy w celu wdrożenia nowych usług gastronomicznych.,WIELKOPOLSKIE Poznań Fryderyka Skarbka 42 61-354,Nazwa: SKARBIEC SMAKÓW ADAM BOROWICZ<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Poznań<br>Grantobiorca Ulica: Fryderyka Skarbka<br>Grantobiorca Nr budynku: 42<br>Grantobiorca Kod pocztowy: 61-354<br>Wartość wsparcia: 208472.3,61-354,Poznań,42,Fryderyka Skarbka,WIELKOPOLSKIE,SKARBIEC SMAKÓW ADAM BOROWICZ,208472.3
Szlakiem Wiosny Ludów - Rowerem po historycznych zabytkach Wielkopolski. Rozszerzenie i dywersyfikacja działalności przedsiębiorstwa ZM Książ polegające na uruchomieniu wypożyczalni rowerów elektrycznych i opracowaniu przewodnika po turystycznych atrakcjach regionu.,WIELKOPOLSKIE Książ Wielkopolski pl. Plac Kosynierów 3 63-130,Nazwa: ZM KSIĄŻ Spółka z ograniczona odpowiedzialnością<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Książ Wielkopolski<br>Grantobiorca Ulica: pl. Plac Kosynierów<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 63-130<br>Wartość wsparcia: 459015.13,63-130,Książ Wielkopolski,3,pl. Plac Kosynierów,WIELKOPOLSKIE,ZM KSIĄŻ Spółka z ograniczona odpowiedzialnością,459015.13
Rozszerzenie i dywersyfikacja oferty firmy DEEM SPORT DAWID ZIOMEK w województwie dolnośląskim w celu budowania odporności na sytuacje kryzysowe (region 5),DOLNOŚLĄSKIE Wrocław Szałwiowa 15 55-180,Nazwa: DEEM SPORT DAWID ZIOMEK<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Wrocław<br>Grantobiorca Ulica: Szałwiowa<br>Grantobiorca Nr budynku: 15<br>Grantobiorca Kod pocztowy: 55-180<br>Wartość wsparcia: 422129.78,55-180,Wrocław,15,Szałwiowa,DOLNOŚLĄSKIE,DEEM SPORT DAWID ZIOMEK,422129.78
Restauracja Roma: Dywersyfikacja działalności poprzez stworzenie Nowoczesnej Sali Konferencyjnej dla Zrównoważonej Przyszłości - projekt realizowany na terenie regionu 5,WIELKOPOLSKIE Kalisz Fryderyka Chopina 9 62-800,Nazwa: ROMA Jolanta Krzyżan<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Kalisz<br>Grantobiorca Ulica: Fryderyka Chopina<br>Grantobiorca Nr budynku: 9<br>Grantobiorca Kod pocztowy: 62-800<br>Wartość wsparcia: 526533.23,62-800,Kalisz,9,Fryderyka Chopina,WIELKOPOLSKIE,ROMA Jolanta Krzyżan,526533.23
"United Hostels – Dywersyfikacja usług działalności poprzez usługę wynajmu sali konferencyjnej, w miejscu prowadzonej działalności obejmującym swym zasięgiem region 5.",DOLNOŚLĄSKIE Wrocław Białoskórnicza 6 50-134,"Nazwa: ""UNITED HOSTELS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Wrocław<br>Grantobiorca Ulica: Białoskórnicza<br>Grantobiorca Nr budynku: 6<br>Grantobiorca Kod pocztowy: 50-134<br>Wartość wsparcia: 430008.13",50-134,Wrocław,6,Białoskórnicza,DOLNOŚLĄSKIE,"""UNITED HOSTELS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",430008.13
Wzmocnienie konkurencyjności oraz odporności na sytuacje kryzysowe przedsiębiorstwa Perfect Connection Tomasz Smarz poprzez dywersyfikację działalności i wprowadzenie nowych usług w województwie dolnośląskim,DOLNOŚLĄSKIE Smolec Orzechowa 9 55-080,Nazwa: Perfect Connection Tomasz Smarz<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Smolec<br>Grantobiorca Ulica: Orzechowa<br>Grantobiorca Nr budynku: 9<br>Grantobiorca Kod pocztowy: 55-080<br>Wartość wsparcia: 518573,55-080,Smolec,9,Orzechowa,DOLNOŚLĄSKIE,Perfect Connection Tomasz Smarz,518573
"Rozszerzenie i dywersyfikacja działalności firmy JOLANTA PUSTKOWSKA Bar "" D e l f i n "" Restauracja "" Oaza"" poprzez realizację przedsięwzięcia inwestycyjnego na terenie regionu obejmującego województwo wielkopolskie, lubuskie i dolnośląskie",WIELKOPOLSKIE Mikorzyn 56 63-600,"Nazwa: JOLANTA PUSTKOWSKA Bar "" D e l f i n "" Restauracja "" Oaza""<br>Miejsce Realizacji Województwo: WIELKOPOLSKIE<br>Grantobiorca Miejscowość: Mikorzyn<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 56<br>Grantobiorca Kod pocztowy: 63-600<br>Wartość wsparcia: 270773.26",63-600,Mikorzyn,56,,WIELKOPOLSKIE,"JOLANTA PUSTKOWSKA Bar "" D e l f i n "" Restauracja "" Oaza""",270773.26
Dywersyfikacja działalności Krasicki Resort&SPA w kierunku organizacji imprez - Region 5,DOLNOŚLĄSKIE Mirsk Przedmieście 2 59-630,Nazwa: HANDEL-USŁUGI JOANNA KRASICKA<br>Miejsce Realizacji Województwo: DOLNOŚLĄSKIE<br>Grantobiorca Miejscowość: Mirsk<br>Grantobiorca Ulica: Przedmieście<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 59-630<br>Wartość wsparcia: 337814.55,59-630,Mirsk,2,Przedmieście,DOLNOŚLĄSKIE,HANDEL-USŁUGI JOANNA KRASICKA,337814.55
